164,841,-442,-211,-251,-570
193,846,-428,-236,-276,-576
224,845,-417,-259,-299,-580
253,845,-398,-282,-322,-581
282,854,-373,-311,-337,-579
309,859,-353,-344,-342,-576
334,859,-338,-377,-337,-569
356,862,-321,-410,-335,-560
386,866,-298,-444,-336,-551
418,870,-271,-480,-333,-546
452,871,-238,-524,-314,-547
485,873,-200,-573,-282,-551
513,875,-160,-627,-237,-555
528,875,-120,-683,-185,-550
536,873,-83,-735,-137,-534
540,870,-44,-774,-103,-500
550,866,-7,-799,-82,-459
566,857,30,-806,-71,-415
584,846,69,-800,-64,-375
598,835,112,-785,-55,-340
608,822,152,-768,-42,-308
614,811,187,-751,-24,-280
614,802,212,-730,-3,-253
610,794,233,-705,16,-224
606,789,250,-671,26,-194
604,783,266,-634,23,-164
601,776,284,-597,-2,-137
600,768,306,-566,-33,-111
602,761,333,-544,-52,-88
600,751,351,-529,-55,-67
600,741,364,-516,-41,-50
593,734,374,-503,-31,-34
585,730,383,-483,-29,-18
578,727,387,-460,-39,-2
570,725,390,-432,-58,14
564,722,396,-403,-76,32
559,720,401,-376,-87,48
555,719,407,-352,-93,62
551,718,411,-332,-94,73
546,716,416,-315,-95,80
544,716,420,-303,-104,84
540,714,425,-295,-117,83
533,710,429,-290,-124,82
525,706,431,-286,-127,82
522,701,436,-281,-135,80
520,697,438,-276,-146,76
520,691,445,-269,-160,69
519,684,456,-263,-171,59
516,674,469,-261,-174,46
508,661,488,-260,-171,34
502,644,512,-264,-166,24
506,626,541,-268,-163,13
527,602,578,-270,-159,-8
552,573,619,-265,-147,-38
579,538,670,-250,-123,-73
615,491,728,-217,-92,-113
650,427,792,-167,-65,-152
692,346,871,-91,-53,-172
762,258,954,12,-35,-170
883,178,1030,171,38,-154
1025,120,1086,380,171,-158
1186,97,1103,638,388,-206
1296,97,1039,912,644,-273
1335,119,880,1211,898,-302
1343,145,696,1510,1056,-253
1328,164,500,1786,1129,-96
1298,195,295,2015,1120,196
1318,243,98,2191,1068,521
1339,276,-27,2294,1017,802
1324,279,-139,2325,994,987
1232,262,-244,2261,1008,1077
1107,247,-319,2120,1005,1123
978,231,-399,1912,986,1131
848,213,-496,1699,977,1114
715,203,-597,1507,960,1077
592,206,-668,1345,894,1018
485,218,-710,1201,803,947
401,235,-730,1062,709,864
332,257,-743,932,625,777
271,288,-750,814,545,684
219,321,-749,705,463,593
179,354,-737,600,386,504
146,389,-720,502,327,418
116,426,-701,412,294,336
88,463,-688,336,274,260
61,498,-681,277,255,191
39,529,-674,234,218,128
20,558,-659,201,167,71
4,583,-642,172,110,18
-5,605,-627,144,60,-30
-10,621,-617,119,18,-76
-20,638,-607,96,-21,-120
-27,654,-596,75,-65,-163
-28,668,-587,54,-116,-207
-22,678,-578,34,-172,-256
-12,691,-563,12,-222,-308
-1,708,-543,-17,-261,-360
14,723,-529,-54,-282,-414
33,737,-519,-92,-292,-466
53,753,-509,-133,-300,-517
71,767,-499,-175,-321,-562
93,780,-491,-213,-358,-598
118,793,-480,-247,-396,-626
141,806,-463,-280,-424,-645
163,819,-441,-312,-439,-657
185,835,-423,-343,-448,-662
203,846,-411,-369,-460,-661
216,856,-397,-393,-478,-652
235,869,-373,-420,-502,-639
268,878,-348,-450,-529,-630
310,882,-323,-486,-559,-631
360,886,-297,-523,-582,-640
413,889,-268,-565,-581,-657
455,890,-237,-607,-554,-672
483,891,-209,-650,-504,-676
502,890,-182,-686,-453,-667
516,888,-158,-711,-414,-644
527,883,-137,-718,-397,-607
536,875,-117,-711,-391,-561
547,864,-94,-690,-394,-507
561,855,-65,-665,-404,-454
586,844,-33,-642,-414,-408
613,832,-2,-622,-416,-371
637,821,29,-608,-401,-344
658,812,56,-596,-374,-324
674,805,79,-584,-337,-308
679,800,96,-568,-298,-294
678,794,109,-549,-265,-277
672,791,118,-525,-244,-255
664,787,124,-497,-229,-229
660,786,131,-464,-224,-201
658,785,137,-433,-225,-177
656,781,147,-410,-231,-158
